GEO,TIME,UNIT,S_ADJ,NA_ITEM,Value
Greece,2013Q3,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,47685.8
Greece,2013Q3,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2013Q3,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2013Q3,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,44937.2
Greece,2013Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,49079.2
Greece,2013Q3,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2013Q3,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2013Q3,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,46237.7
Greece,2013Q4,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,81.5
Greece,2013Q4,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2013Q4,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2013Q4,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,81.3
Greece,2013Q4,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,44760.2
Greece,2013Q4,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2013Q4,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2013Q4,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,44042.9
Greece,2013Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,46040.6
Greece,2013Q4,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2013Q4,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2013Q4,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,45923.9
Greece,2014Q1,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,75.7
Greece,2014Q1,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2014Q1,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2014Q1,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,81.9
Greece,2014Q1,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,40795.4
Greece,2014Q1,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2014Q1,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2014Q1,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,44390.3
Greece,2014Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,42804
Greece,2014Q1,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2014Q1,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2014Q1,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,46261.3
Greece,2014Q2,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,82.3
Greece,2014Q2,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2014Q2,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2014Q2,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,81.6
Greece,2014Q2,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,44498.9
Greece,2014Q2,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2014Q2,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2014Q2,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,44126.8
Greece,2014Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,46516.4
Greece,2014Q2,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2014Q2,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2014Q2,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,46090.2
Greece,2014Q3,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,87.6
Greece,2014Q3,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2014Q3,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2014Q3,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,82.5
Greece,2014Q3,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,47777.5
Greece,2014Q3,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2014Q3,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2014Q3,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,45057.9
Greece,2014Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,49475.7
Greece,2014Q3,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2014Q3,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2014Q3,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,46616.5
Greece,2014Q4,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,81.5
Greece,2014Q4,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2014Q4,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2014Q4,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,81.4
Greece,2014Q4,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,44868.8
Greece,2014Q4,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2014Q4,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2014Q4,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,44210
Greece,2014Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,46077.2
Greece,2014Q4,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2014Q4,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2014Q4,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,45980.3
Greece,2015Q1,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,75.8
Greece,2015Q1,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2015Q1,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2015Q1,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,81.9
Greece,2015Q1,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,40392.5
Greece,2015Q1,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2015Q1,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2015Q1,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,43995.6
Greece,2015Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,42845.1
Greece,2015Q1,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2015Q1,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2015Q1,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,46294.7
Greece,2015Q2,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,82.8
Greece,2015Q2,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2015Q2,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2015Q2,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,82
Greece,2015Q2,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,44320.9
Greece,2015Q2,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2015Q2,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2015Q2,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,43852.5
Greece,2015Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,46803.9
Greece,2015Q2,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2015Q2,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2015Q2,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,46316.2
Greece,2015Q3,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,85.5
Greece,2015Q3,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2015Q3,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2015Q3,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,80.7
Greece,2015Q3,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,46162
Greece,2015Q3,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2015Q3,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2015Q3,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,43614.6
Greece,2015Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,48335
Greece,2015Q3,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2015Q3,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2015Q3,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,45587.4
Greece,2015Q4,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,82.3
Greece,2015Q4,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2015Q4,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2015Q4,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,81.7
Greece,2015Q4,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,44822.1
Greece,2015Q4,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2015Q4,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2015Q4,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,43870.6
Greece,2015Q4,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,46484.2
Greece,2015Q4,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2015Q4,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2015Q4,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,46170.7
Greece,2016Q1,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,75.2
Greece,2016Q1,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2016Q1,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2016Q1,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,81.3
Greece,2016Q1,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,39875.6
Greece,2016Q1,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2016Q1,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2016Q1,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,43506.4
Greece,2016Q1,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,42480.5
Greece,2016Q1,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2016Q1,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2016Q1,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,45914.9
Greece,2016Q2,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,82.5
Greece,2016Q2,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2016Q2,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2016Q2,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,81.6
Greece,2016Q2,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,44506.7
Greece,2016Q2,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2016Q2,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2016Q2,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,43912.1
Greece,2016Q2,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,46631.8
Greece,2016Q2,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2016Q2,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2016Q2,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,46077.7
Greece,2016Q3,"Chain linked volumes, index 2010=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,86.9
Greece,2016Q3,"Chain linked volumes, index 2010=100","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2016Q3,"Chain linked volumes, index 2010=100","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2016Q3,"Chain linked volumes, index 2010=100",Seasonally and calendar adjusted data,Gross domestic product at market prices,82.2
Greece,2016Q3,"Current prices, million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,46696.5
Greece,2016Q3,"Current prices, million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2016Q3,"Current prices, million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2016Q3,"Current prices, million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,44188.4
Greece,2016Q3,"Chain linked volumes (2010), million euro",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Gross domestic product at market prices,49119.3
Greece,2016Q3,"Chain linked volumes (2010), million euro","Seasonally adjusted data, not calendar adjusted data",Gross domestic product at market prices, 
Greece,2016Q3,"Chain linked volumes (2010), million euro","Calendar adjusted data, not seasonally adjusted data",Gross domestic product at market prices, 
Greece,2016Q3,"Chain linked volumes (2010), million euro",Seasonally and calendar adjusted data,Gross domestic product at market prices,46427.8
