GEO,TIME,INTRT,Value,Flag and Footnotes
Belgium,1995M10,EMU convergence criterion bond yields,7.06,
Belgium,1995M11,EMU convergence criterion bond yields,6.8,
Belgium,1995M12,EMU convergence criterion bond yields,6.7,
Belgium,1996M01,EMU convergence criterion bond yields,6.44,
Belgium,1996M02,EMU convergence criterion bond yields,6.64,
Belgium,1996M03,EMU convergence criterion bond yields,6.84,
Belgium,1996M04,EMU convergence criterion bond yields,6.67,
Belgium,1996M05,EMU convergence criterion bond yields,6.69,
Belgium,1996M06,EMU convergence criterion bond yields,6.78,
Belgium,1996M07,EMU convergence criterion bond yields,6.78,
Belgium,1996M08,EMU convergence criterion bond yields,6.62,
Belgium,1996M09,EMU convergence criterion bond yields,6.45,
Belgium,1996M10,EMU convergence criterion bond yields,6.1,
Belgium,1996M11,EMU convergence criterion bond yields,6,
Belgium,1996M12,EMU convergence criterion bond yields,5.9,
Belgium,1997M01,EMU convergence criterion bond yields,5.89,
Belgium,1997M02,EMU convergence criterion bond yields,5.65,
Belgium,1997M03,EMU convergence criterion bond yields,5.85,
Belgium,1997M04,EMU convergence criterion bond yields,6.02,
Belgium,1997M05,EMU convergence criterion bond yields,5.9,
Belgium,1997M06,EMU convergence criterion bond yields,5.83,
Belgium,1997M07,EMU convergence criterion bond yields,5.64,
Belgium,1997M08,EMU convergence criterion bond yields,5.75,
Belgium,1997M09,EMU convergence criterion bond yields,5.69,
Belgium,1997M10,EMU convergence criterion bond yields,5.69,
Belgium,1997M11,EMU convergence criterion bond yields,5.68,
Belgium,1997M12,EMU convergence criterion bond yields,5.45,
Belgium,1998M01,EMU convergence criterion bond yields,5.22,
Belgium,1998M02,EMU convergence criterion bond yields,5.11,
Belgium,1998M03,EMU convergence criterion bond yields,5.03,
Belgium,1998M04,EMU convergence criterion bond yields,5.03,
Belgium,1998M05,EMU convergence criterion bond yields,5.09,
Belgium,1998M06,EMU convergence criterion bond yields,4.96,
Belgium,1998M07,EMU convergence criterion bond yields,4.88,
Belgium,1998M08,EMU convergence criterion bond yields,4.66,
Belgium,1998M09,EMU convergence criterion bond yields,4.34,
Belgium,1998M10,EMU convergence criterion bond yields,4.28,
Belgium,1998M11,EMU convergence criterion bond yields,4.33,
Belgium,1998M12,EMU convergence criterion bond yields,4.09,
Belgium,1999M01,EMU convergence criterion bond yields,3.9,
Belgium,1999M02,EMU convergence criterion bond yields,4.04,
Belgium,1999M03,EMU convergence criterion bond yields,4.26,
Belgium,1999M04,EMU convergence criterion bond yields,4.11,
Belgium,1999M05,EMU convergence criterion bond yields,4.29,
Belgium,1999M06,EMU convergence criterion bond yields,4.64,
Belgium,1999M07,EMU convergence criterion bond yields,4.94,
Belgium,1999M08,EMU convergence criterion bond yields,5.18,
Belgium,1999M09,EMU convergence criterion bond yields,5.34,
Belgium,1999M10,EMU convergence criterion bond yields,5.58,
Belgium,1999M11,EMU convergence criterion bond yields,5.3,
Belgium,1999M12,EMU convergence criterion bond yields,5.41,
Belgium,2000M01,EMU convergence criterion bond yields,5.79,
Belgium,2000M02,EMU convergence criterion bond yields,5.79,
Belgium,2000M03,EMU convergence criterion bond yields,5.62,
Belgium,2000M04,EMU convergence criterion bond yields,5.52,
Belgium,2000M05,EMU convergence criterion bond yields,5.69,
Belgium,2000M06,EMU convergence criterion bond yields,5.53,
Belgium,2000M07,EMU convergence criterion bond yields,5.6,
Belgium,2000M08,EMU convergence criterion bond yields,5.56,
Belgium,2000M09,EMU convergence criterion bond yields,5.63,
Belgium,2000M10,EMU convergence criterion bond yields,5.58,
Belgium,2000M11,EMU convergence criterion bond yields,5.52,
Belgium,2000M12,EMU convergence criterion bond yields,5.28,
Belgium,2001M01,EMU convergence criterion bond yields,5.16,
Belgium,2001M02,EMU convergence criterion bond yields,5.16,
Belgium,2001M03,EMU convergence criterion bond yields,5.08,
Belgium,2001M04,EMU convergence criterion bond yields,5.21,
Belgium,2001M05,EMU convergence criterion bond yields,5.38,
Belgium,2001M06,EMU convergence criterion bond yields,5.33,
Belgium,2001M07,EMU convergence criterion bond yields,5.35,
Belgium,2001M08,EMU convergence criterion bond yields,5.15,
Belgium,2001M09,EMU convergence criterion bond yields,5.14,
Belgium,2001M10,EMU convergence criterion bond yields,4.89,
Belgium,2001M11,EMU convergence criterion bond yields,4.75,
Belgium,2001M12,EMU convergence criterion bond yields,4.97,
Belgium,2002M01,EMU convergence criterion bond yields,5.08,
Belgium,2002M02,EMU convergence criterion bond yields,5.15,
Belgium,2002M03,EMU convergence criterion bond yields,5.37,
Belgium,2002M04,EMU convergence criterion bond yields,5.37,
Belgium,2002M05,EMU convergence criterion bond yields,5.38,
Belgium,2002M06,EMU convergence criterion bond yields,5.24,
Belgium,2002M07,EMU convergence criterion bond yields,5.09,
Belgium,2002M08,EMU convergence criterion bond yields,4.8,
Belgium,2002M09,EMU convergence criterion bond yields,4.6,
Belgium,2002M10,EMU convergence criterion bond yields,4.66,
Belgium,2002M11,EMU convergence criterion bond yields,4.64,
Belgium,2002M12,EMU convergence criterion bond yields,4.46,
Belgium,2003M01,EMU convergence criterion bond yields,4.28,
Belgium,2003M02,EMU convergence criterion bond yields,4.11,
Belgium,2003M03,EMU convergence criterion bond yields,4.15,
Belgium,2003M04,EMU convergence criterion bond yields,4.29,
Belgium,2003M05,EMU convergence criterion bond yields,3.95,
Belgium,2003M06,EMU convergence criterion bond yields,3.74,
Belgium,2003M07,EMU convergence criterion bond yields,4.06,
Belgium,2003M08,EMU convergence criterion bond yields,4.22,
Belgium,2003M09,EMU convergence criterion bond yields,4.25,
Belgium,2003M10,EMU convergence criterion bond yields,4.31,
Belgium,2003M11,EMU convergence criterion bond yields,4.43,
Belgium,2003M12,EMU convergence criterion bond yields,4.38,
Belgium,2004M01,EMU convergence criterion bond yields,4.26,
Belgium,2004M02,EMU convergence criterion bond yields,4.26,
Belgium,2004M03,EMU convergence criterion bond yields,4.07,
Belgium,2004M04,EMU convergence criterion bond yields,4.26,
Belgium,2004M05,EMU convergence criterion bond yields,4.4,
Belgium,2004M06,EMU convergence criterion bond yields,4.46,
Belgium,2004M07,EMU convergence criterion bond yields,4.34,
Belgium,2004M08,EMU convergence criterion bond yields,4.18,
Belgium,2004M09,EMU convergence criterion bond yields,4.11,
Belgium,2004M10,EMU convergence criterion bond yields,3.98,
Belgium,2004M11,EMU convergence criterion bond yields,3.85,
Belgium,2004M12,EMU convergence criterion bond yields,3.66,
Belgium,2005M01,EMU convergence criterion bond yields,3.59,
Belgium,2005M02,EMU convergence criterion bond yields,3.57,
Belgium,2005M03,EMU convergence criterion bond yields,3.76,
Belgium,2005M04,EMU convergence criterion bond yields,3.6,
Belgium,2005M05,EMU convergence criterion bond yields,3.43,
Belgium,2005M06,EMU convergence criterion bond yields,3.26,
Belgium,2005M07,EMU convergence criterion bond yields,3.3,
Belgium,2005M08,EMU convergence criterion bond yields,3.31,
Belgium,2005M09,EMU convergence criterion bond yields,3.14,
Belgium,2005M10,EMU convergence criterion bond yields,3.3,
Belgium,2005M11,EMU convergence criterion bond yields,3.49,
Belgium,2005M12,EMU convergence criterion bond yields,3.39,
Belgium,2006M01,EMU convergence criterion bond yields,3.37,
Belgium,2006M02,EMU convergence criterion bond yields,3.54,
Belgium,2006M03,EMU convergence criterion bond yields,3.7,
Belgium,2006M04,EMU convergence criterion bond yields,3.96,
Belgium,2006M05,EMU convergence criterion bond yields,4.03,
Belgium,2006M06,EMU convergence criterion bond yields,4.02,
Belgium,2006M07,EMU convergence criterion bond yields,4.04,
Belgium,2006M08,EMU convergence criterion bond yields,3.92,
Belgium,2006M09,EMU convergence criterion bond yields,3.79,
Belgium,2006M10,EMU convergence criterion bond yields,3.83,
Belgium,2006M11,EMU convergence criterion bond yields,3.76,
Belgium,2006M12,EMU convergence criterion bond yields,3.82,
Belgium,2007M01,EMU convergence criterion bond yields,4.06,
Belgium,2007M02,EMU convergence criterion bond yields,4.11,
Belgium,2007M03,EMU convergence criterion bond yields,4.01,
Belgium,2007M04,EMU convergence criterion bond yields,4.22,
Belgium,2007M05,EMU convergence criterion bond yields,4.34,
Belgium,2007M06,EMU convergence criterion bond yields,4.64,
Belgium,2007M07,EMU convergence criterion bond yields,4.62,
Belgium,2007M08,EMU convergence criterion bond yields,4.44,
Belgium,2007M09,EMU convergence criterion bond yields,4.39,
Belgium,2007M10,EMU convergence criterion bond yields,4.42,
Belgium,2007M11,EMU convergence criterion bond yields,4.28,
Belgium,2007M12,EMU convergence criterion bond yields,4.41,
Belgium,2008M01,EMU convergence criterion bond yields,4.25,
Belgium,2008M02,EMU convergence criterion bond yields,4.23,
Belgium,2008M03,EMU convergence criterion bond yields,4.23,
Belgium,2008M04,EMU convergence criterion bond yields,4.37,
Belgium,2008M05,EMU convergence criterion bond yields,4.51,
Belgium,2008M06,EMU convergence criterion bond yields,4.84,
Belgium,2008M07,EMU convergence criterion bond yields,4.85,
Belgium,2008M08,EMU convergence criterion bond yields,4.58,
Belgium,2008M09,EMU convergence criterion bond yields,4.56,
Belgium,2008M10,EMU convergence criterion bond yields,4.46,
Belgium,2008M11,EMU convergence criterion bond yields,4.26,
Belgium,2008M12,EMU convergence criterion bond yields,3.87,
Belgium,2009M01,EMU convergence criterion bond yields,4.13,
Belgium,2009M02,EMU convergence criterion bond yields,4.24,
Belgium,2009M03,EMU convergence criterion bond yields,4.03,
Belgium,2009M04,EMU convergence criterion bond yields,3.93,
Belgium,2009M05,EMU convergence criterion bond yields,4.03,
Belgium,2009M06,EMU convergence criterion bond yields,4.12,
Belgium,2009M07,EMU convergence criterion bond yields,3.92,
Belgium,2009M08,EMU convergence criterion bond yields,3.77,
Belgium,2009M09,EMU convergence criterion bond yields,3.72,
Belgium,2009M10,EMU convergence criterion bond yields,3.68,
Belgium,2009M11,EMU convergence criterion bond yields,3.64,
Belgium,2009M12,EMU convergence criterion bond yields,3.61,
Belgium,2010M01,EMU convergence criterion bond yields,3.75,
Belgium,2010M02,EMU convergence criterion bond yields,3.73,
Belgium,2010M03,EMU convergence criterion bond yields,3.63,
Belgium,2010M04,EMU convergence criterion bond yields,3.54,
Belgium,2010M05,EMU convergence criterion bond yields,3.31,
Belgium,2010M06,EMU convergence criterion bond yields,3.47,
Belgium,2010M07,EMU convergence criterion bond yields,3.29,
Belgium,2010M08,EMU convergence criterion bond yields,3.03,
Belgium,2010M09,EMU convergence criterion bond yields,3.12,
Belgium,2010M10,EMU convergence criterion bond yields,3.21,
Belgium,2010M11,EMU convergence criterion bond yields,3.48,
Belgium,2010M12,EMU convergence criterion bond yields,3.99,
Belgium,2011M01,EMU convergence criterion bond yields,4.14,
Belgium,2011M02,EMU convergence criterion bond yields,4.21,
Belgium,2011M03,EMU convergence criterion bond yields,4.21,
Belgium,2011M04,EMU convergence criterion bond yields,4.29,
Belgium,2011M05,EMU convergence criterion bond yields,4.21,
Belgium,2011M06,EMU convergence criterion bond yields,4.14,
Belgium,2011M07,EMU convergence criterion bond yields,4.22,
Belgium,2011M08,EMU convergence criterion bond yields,4.11,
Belgium,2011M09,EMU convergence criterion bond yields,3.88,
Belgium,2011M10,EMU convergence criterion bond yields,4.2,
Belgium,2011M11,EMU convergence criterion bond yields,4.84,
Belgium,2011M12,EMU convergence criterion bond yields,4.35,
Belgium,2012M01,EMU convergence criterion bond yields,4.11,
Belgium,2012M02,EMU convergence criterion bond yields,3.7,
Belgium,2012M03,EMU convergence criterion bond yields,3.53,
Belgium,2012M04,EMU convergence criterion bond yields,3.52,
Belgium,2012M05,EMU convergence criterion bond yields,3.3,
Belgium,2012M06,EMU convergence criterion bond yields,3.17,
Belgium,2012M07,EMU convergence criterion bond yields,2.69,
Belgium,2012M08,EMU convergence criterion bond yields,2.54,
Belgium,2012M09,EMU convergence criterion bond yields,2.61,
Belgium,2012M10,EMU convergence criterion bond yields,2.44,
Belgium,2012M11,EMU convergence criterion bond yields,2.29,
Belgium,2012M12,EMU convergence criterion bond yields,2.1,
Belgium,2013M01,EMU convergence criterion bond yields,2.31,
Belgium,2013M02,EMU convergence criterion bond yields,2.46,
Belgium,2013M03,EMU convergence criterion bond yields,2.25,
Belgium,2013M04,EMU convergence criterion bond yields,2.04,
Belgium,2013M05,EMU convergence criterion bond yields,2.06,
Belgium,2013M06,EMU convergence criterion bond yields,2.44,
Belgium,2013M07,EMU convergence criterion bond yields,2.54,
Belgium,2013M08,EMU convergence criterion bond yields,2.65,
Belgium,2013M09,EMU convergence criterion bond yields,2.75,
Belgium,2013M10,EMU convergence criterion bond yields,2.57,
Belgium,2013M11,EMU convergence criterion bond yields,2.42,
Belgium,2013M12,EMU convergence criterion bond yields,2.43,
Belgium,2014M01,EMU convergence criterion bond yields,2.45,
Belgium,2014M02,EMU convergence criterion bond yields,2.4,
Belgium,2014M03,EMU convergence criterion bond yields,2.26,
Belgium,2014M04,EMU convergence criterion bond yields,2.16,
Belgium,2014M05,EMU convergence criterion bond yields,1.99,
Belgium,2014M06,EMU convergence criterion bond yields,1.83,
Belgium,2014M07,EMU convergence criterion bond yields,1.61,
Belgium,2014M08,EMU convergence criterion bond yields,1.4,
Belgium,2014M09,EMU convergence criterion bond yields,1.3,
